Date,Day Type,Movement,Movement Type,Weight,Sets,Reps,RPE
12/22/2021,Push,OHP,Compound,260,4,2,8
12/23/2021,Legs,Front Squat,Compound,310,2,10,8
12/23/2021,Push,Bench Press,Compound,185,1,1,10
12/23/2021,Pull,Barbell Row,Compound,330,2,3,10
12/23/2021,Legs,Front Squat,Compound,350,5,9,9
12/23/2021,Pull,Barbell Row,Compound,195,5,2,8
12/24/2021,Push,Bench Press,Compound,240,5,9,9
12/25/2021,Legs,Front Squat,Compound,385,5,8,10
12/26/2021,Legs,Back Squat,Compound,385,2,6,9
12/26/2021,Pull,Deadlift,Compound,305,2,2,9
12/26/2021,Push,Bench Press,Compound,320,5,1,10
12/27/2021,Pull,Deadlift,Compound,320,3,4,10
12/27/2021,Legs,Front Squat,Compound,175,2,4,10
12/27/2021,Pull,Deadlift,Compound,285,4,8,9
12/28/2021,Legs,Front Squat,Compound,380,3,1,9
12/29/2021,Pull,Barbell Row,Compound,185,5,10,10
12/29/2021,Push,Bench Press,Compound,245,4,10,8
12/29/2021,Legs,Front Squat,Compound,310,1,9,10
12/30/2021,Pull,Deadlift,Compound,255,5,4,9
12/30/2021,Push,Bench Press,Compound,185,1,4,10
12/30/2021,Push,Bench Press,Compound,285,1,10,9
